,gush_number,lat_lon,restaurant_number
4898,19842,"33.07922469705291,35.30542199844624",13
4899,19839,"33.07106759691262,35.310661603795246",15
4900,13580,"33.240378447074384,35.653521279640124",17
4901,4265,"32.08986572732122,34.91569055053969",60
4902,2071,"31.794871599692318,34.64741861808833",60
4903,20965,"32.494535908113455,35.4532569650944",7
4904,20963,"32.50297114020778,35.45715443321542",9
4905,19692,"33.0657007731713,35.31920252629168",10
4906,18530,"32.92862321738102,35.139775005141544",60
4907,19703,"33.03969041653971,35.33299432755651",25
4908,19702,"33.04090481928378,35.325045188787094",23
4909,19712,"33.05322376382834,35.342541352539484",15
4910,19709,"33.04589382656538,35.33703475621487",16
4911,100654,"31.390197235659716,34.74527102091111",60
4912,100452,"31.392001271085704,34.74388647832745",60
4913,19835,"33.07230518611998,35.2870850276695",13
4914,19836,"33.062481626288964,35.283834212919864",13
4915,19840,"33.07448264695356,35.2937397973855",13
4916,19686,"33.04381822070006,35.2815041682557",38
4917,19699,"33.053662499470825,35.32195654036289",7
4918,19722,"33.03540995496512,35.31711282584827",30
4919,19708,"33.04739420183889,35.34553669142719",7
4920,17046,"32.64542674836204,35.393640024824826",3
4921,19752,"33.08489260375365,35.20134872765835",6
4922,19837,"33.065649622061734,35.291256761224396",14
4923,19838,"33.071855317922115,35.298250426411116",14
4924,19687,"33.03357069286115,35.278097986944516",60
4925,19694,"33.057397365755364,35.3213447232245",11
4926,19696,"33.04435099092905,35.32452952851092",23
4927,19701,"33.04103979881238,35.31699840920938",29
4928,39877,"31.42882643453191,34.591332795205126",60
4929,22567,"32.669781901030724,35.507268366558776",0
4930,18613,"33.06559756219067,35.22819167427484",4
4931,6151,"32.04860582986614,34.805019749556024",60
4932,19725,"33.03010823885312,35.28545559725734",60
4933,23201,"32.62466954621891,35.43895111182247",4
4934,19707,"33.03827564614026,35.34582187158789",19
4935,19706,"33.03358711462551,35.33492536386356",23
4936,7769,"32.247106545388434,34.97122051674352",60
4937,6331,"32.09991030639902,34.913285035264266",60
4938,23250,"32.62180906040331,35.424448839357545",6
4939,6004,"32.02286891684349,34.80442325261879",60
4940,19848,"33.07728302377552,35.27187539097551",5
4941,13235,"33.2394074310379,35.65494063710784",16
4942,4264,"32.08442236007255,34.92648390838304",60
4943,22622,"32.5940154764548,35.47322560743886",2
4944,23205,"32.61149000123668,35.44929516362147",3
4945,23251,"32.615346089677175,35.45933235236977",1
4946,19693,"33.062858107092666,35.318488731738356",11
4947,19698,"33.05022002070678,35.31966805860811",7
4948,6267,"31.98356833778954,34.86057014587017",28
4949,2000,"31.75600959036893,34.61435219711467",27
4950,17103,"32.61487865212304,35.419719642533344",6
4951,100423,"31.392898771324532,34.747320039739996",60
4952,15398,"32.66657936870415,35.499380668061676",1
4953,18614,"33.06311129889574,35.23858373900987",4
4954,19746,"33.08868817425312,35.2414438260616",2
4955,19830,"33.07098477313855,35.26162562690081",3
4956,19845,"33.08261618288155,35.283495341403764",10
4957,19854,"33.092867392706125,35.251824500485625",6
4958,22623,"32.59588949420809,35.46057522190989",2
4959,22624,"32.59896229731451,35.46959738411796",2
4960,2458,"31.791858582473033,34.652419656264996",60
4961,7766,"32.238302050441376,34.9680201207331",58
4962,19715,"33.068670664809126,35.336978496668415",17
4963,19716,"33.06520578763271,35.331175929736574",12
4964,29760,"31.767897830400877,35.00148041977621",60
4965,400243,"31.20394086235288,34.41865536002931",1
4966,19724,"33.03370771156223,35.293717563940575",59
4967,19727,"33.06496004790699,35.32280734423454",10
4968,19728,"33.02614185384772,35.29498423631638",60
4969,30653,"31.805258985904743,35.24114238333415",60
4970,19828,"33.08722986487096,35.25040841179723",5
4971,19855,"33.08986851310433,35.26147289068265",6
4972,19847,"33.08461283194099,35.270441523551746",6
4973,19695,"33.04574631036647,35.318215985193014",14
4974,6266,"31.98030474516508,34.86433010197222",37
4975,4387,"31.893018189638365,34.90195088093339",7
4976,3882,"31.894342607058178,34.90490978928856",7
4977,19729,"33.06062046768689,35.329526768699864",12
4978,19714,"33.0618136604658,35.34138387378293",20
4979,8553,"32.33349516061488,34.99169657633348",18
4980,31375,"31.795968673000083,35.237078143417506",60
4981,31337,"31.79695953819083,35.23325129484464",60
4982,30652,"31.805732937954424,35.23690501227366",60
4983,19788,"33.079325740274136,35.227488567338646",2
4984,19843,"33.082981729741576,35.2961101589585",10
4985,19862,"33.086980737812254,35.30432851884104",12
4986,23218,"32.621456852197305,35.44912210894118",3
4987,23246,"32.644529507529455,35.44885295298917",3
4988,7835,"32.245532791289314,34.97889693314099",60
4989,4000,"31.973563027196988,34.867536371752244",60
4990,8891,"32.13249672847857,34.96775019916465",60
4991,7176,"32.01768633080515,34.769316562561514",60
4992,19866,"33.08498016244921,35.314784069916946",13
4993,20961,"32.48487031689898,35.45444586969243",5
4994,4001,"31.97684449737911,34.8689702017613",51
4995,11678,"32.81971659258369,34.997220009935184",60
4996,30760,"31.803443947708697,35.23760715855734",60
4997,19833,"33.072048923335124,35.274655117684375",7
4998,20962,"32.50653230849837,35.44596218251994",5
4999,23247,"32.64478255678934,35.457942702572105",1
5000,20967,"32.4740327205638,35.458195694965674",10
5001,8895,"32.1453122545377,34.956435951338236",59
5002,100292,"31.244662822109262,34.53052338786522",1
5003,19868,"33.07914999050578,35.32818889183276",8
5004,19717,"33.070790327330755,35.32941973503986",12
5005,19689,"33.038187580653414,35.29387641789803",56
5006,8135,"32.306870502879256,34.92130058442202",39
5007,23245,"32.638469615536415,35.44431325437163",3
5008,30447,"31.805541945792452,35.154156931618836",56
5009,400244,"31.246424878909554,34.52229228382807",1
5010,19841,"33.078646417693506,35.29264019864255",11
5011,19850,"33.073629902175995,35.24964990918274",5
5012,19851,"33.06946192580761,35.244584747417484",2
5013,19867,"33.07882649733371,35.31804480318195",12
5014,19697,"33.049308465528604,35.316615474282045",7
5015,19829,"33.08161629133635,35.25112356475171",6
5016,8886,"32.12739596758038,34.97038370352248",60
5017,19849,"33.07856956985126,35.26014608391623",6
5018,19718,"33.07038258180234,35.32045901740605",12
5019,20964,"32.507957535479754,35.4622852656837",19
5020,18542,"32.92966564154174,35.147862194793696",60
5021,19700,"33.05437567389962,35.31829085104392",8
5022,19710,"33.048438158613415,35.326145397327004",9
5023,19713,"33.05842686297708,35.343126139972355",20
5024,19711,"33.05459384656608,35.33266568991779",10
5025,19657,"33.06155113510547,35.310339141322245",13
5026,19659,"33.05498000557821,35.31003289624708",10
5027,19660,"33.05324134058369,35.31445165825512",10
5028,19664,"33.06714363788264,35.31428236233381",13
5029,15685,"32.92213631122773,35.44696085546375",8
5030,15654,"32.93255993679264,35.430725836882054",11
5031,13606,"32.95491325496679,35.48722625621806",60
5032,13603,"32.96434281072189,35.48259320232388",60
5033,11812,"32.6505048699613,35.070070067652864",17
5034,19665,"33.06460832374998,35.30130712157669",13
5035,10808,"32.79910315064904,34.98700430079299",60
5036,20947,"32.494860620076615,35.43559242019389",5
5037,20951,"32.508876893359066,35.426874646873856",5
5038,19677,"33.04468067395837,35.30135600978378",18
5039,19679,"33.04072134364273,35.30364696203868",27
5040,13900,"32.971092134120084,35.46776961361954",60
5041,8059,"32.265968920682965,34.96100120888186",28
5042,8060,"32.266138585313186,34.967795799139566",40
5043,8888,"32.131169288312734,34.970651517985296",60
5044,11769,"32.64834214418813,34.95602786303139",6
5045,19682,"33.03847167823846,35.30036731234008",43
5046,19723,"33.03471049522943,35.304428348508225",28
5047,7802,"32.24849853497437,34.93635822359924",60
5048,22913,"32.50113850078219,35.4909548674072",44
5049,10784,"32.7815159908755,34.993868281615846",60
5050,10778,"32.78677451731311,34.978477825176526",60
5051,19649,"33.05337084949262,35.29838434158628",11
5052,19650,"33.05794275505279,35.297339119838334",13
5053,19655,"33.062534073768575,35.30437514588274",13
5054,19656,"33.06613619275258,35.309549032897245",13
5055,11808,"32.66184112413221,35.0586462927173",29
5056,19663,"33.063358052172866,35.314315336030845",13
5057,18181,"32.92462718248299,35.42239692380695",13
5058,13901,"32.95971517407199,35.471635350001385",60
5059,13604,"32.957652597476425,35.4821372355363",60
5060,100610,"31.38694441932439,34.73778059704389",60
5061,7863,"32.28230408443219,34.97929467627074",60
5062,19634,"33.01594985584092,35.33185875929342",19
5063,7811,"32.258623550453486,34.94773843649689",60
5064,18179,"32.92762363539663,35.421643138903235",12
5065,7808,"32.25843920377169,34.96224268059931",49
5066,19632,"33.009033342652195,35.33954189119517",19
5067,100608,"31.388266633760818,34.745060618479236",60
5068,19666,"33.061415641280206,35.290935470386295",14
5069,19669,"33.052232431848296,35.29007521999445",17
5070,11814,"32.65646503853729,35.079174168655896",39
5071,10884,"32.80272695375359,35.02207711319818",60
5072,10896,"32.81187451624886,35.02553802235383",60
5073,13608,"32.94818911461197,35.48285531576875",60
5074,38223,"31.26011797479596,35.217314559465514",39
5075,10989,"32.63868901140299,34.94950073009188",7
5076,11786,"32.63582271730147,34.96720957753636",4
5077,19648,"33.05341509736616,35.30131765016889",11
5078,19651,"33.056789140017806,35.30112100388038",12
5079,7812,"32.26190741062218,34.956354739015275",35
5080,19658,"33.05857601128954,35.30757664336071",13
5081,10899,"32.80684700044694,35.02317200125376",60
5082,38212,"31.260235592649583,35.22012452018606",38
5083,20955,"32.46722662864646,35.440930917620186",0
5084,20918,"32.45751282735511,35.4384809322499",0
5085,400964,"31.274969359279794,34.92356068013073",16
5086,400962,"31.275341361642695,34.91641200540047",16
5087,10782,"32.78626205638736,34.98876384495692",60
5088,19654,"33.06098315236874,35.29978895724408",13
5089,8311,"32.35579363513219,34.89607742727153",28
5090,15676,"32.93109095371617,35.42384343534542",12
5091,15655,"32.929755002745445,35.43213563188352",11
5092,19667,"33.05910862888171,35.29398369434567",14
5093,19673,"33.051246874267534,35.26695628576659",15
5094,20935,"32.46688514677473,35.447899398304266",2
5095,19640,"33.0522356394982,35.311292009109856",12
5096,19653,"33.059085079205445,35.304571511822694",13
5097,19661,"33.056482175615585,35.31483797120451",12
5098,19674,"33.044844752543014,35.27245832028498",33
5099,19672,"33.05191256832948,35.27850261760763",20
5100,19676,"33.04459713057444,35.29142579081374",33
5101,12368,"32.6424774788233,34.97614832041357",3
5102,19683,"33.039869253750076,35.3102779368309",28
5103,19685,"33.0436170236019,35.2972471685304",21
5104,20940,"32.48318467836646,35.43509016164124",3
5105,19670,"33.05831484058343,35.28711752858662",13
5106,13609,"32.93687603549679,35.47913503903453",14
5107,19646,"33.05318019817018,35.305458762752146",11
5108,20941,"32.47839364206903,35.44014245834181",1
5109,20945,"32.493357442709126,35.42665915625019",5
5110,20944,"32.493580328155645,35.4197964598072",4
5111,20956,"32.49557645814653,35.40740599181386",2
5112,10783,"32.78356822210502,34.99039401976123",60
5113,11810,"32.65688323184988,35.0691965096333",18
5114,11811,"32.65415425039871,35.065511716774495",19
5115,19668,"33.05650775105276,35.29061246400665",14
5116,19671,"33.05627441248353,35.284935972184776",13
5117,20931,"32.46203930983464,35.430380769284014",0
5118,20932,"32.46511645014367,35.45430686681853",5
5119,19652,"33.05672297832231,35.30497253393979",12
5120,19678,"33.04274390226634,35.303552586439814",20
5121,11790,"32.60751685276108,34.96954372588331",16
5122,19680,"33.04508786946096,35.260681477940516",35
5123,10788,"32.78193481855143,34.979454381812005",60
5124,11809,"32.658782478508336,35.06238188577974",29
5125,19675,"33.04039569568074,35.27284455383058",52
5126,19681,"33.052613998778,35.257293346231904",16
5127,10777,"32.78729095437195,34.975802110486846",60
5128,20936,"32.46946014938908,35.43086490056781",0
5129,19662,"33.05945950755735,35.31368208944027",13
5130,10924,"32.81773458778119,35.031339465810355",60
5131,11789,"32.616797103503345,34.96153176818225",20
5132,8894,"32.14025216428202,34.9558237359627",60
5133,20938,"32.483889729126794,35.41989846333277",2
5134,10589,"32.61774185883666,34.9434583125746",23
5135,20949,"32.498805701682144,35.415416330360905",4
5136,400986,"31.28333247853699,35.079259412261464",0
5137,20937,"32.47518291165591,35.428248715089794",1
5138,20879,"32.4860462482804,35.41178361209546",1
5139,7589,"32.21135250987243,34.978119451443675",60
5140,20946,"32.488735318693294,35.4354987963529",3
5141,20950,"32.49964680101801,35.42352480950246",5
5142,20952,"32.50942661188449,35.41782525098868",4
5143,20953,"32.426183671392266,35.425385660138815",0
5144,20939,"32.48432617710932,35.427125538041004",3
5145,20954,"32.52095796098008,35.37756308717636",2
5146,11804,"32.63258455014089,34.968264856682715",3
5147,8369,"32.39227260204973,34.91328728955479",24
5148,21111,"32.995988246008345,35.2943725186768",60
5149,19078,"32.99242586308673,35.32048367113225",36
5150,34571,"31.674364388518423,34.93513183424747",12
5151,20885,"32.434955410387936,35.41910446607731",0
5152,20884,"32.444365106601076,35.42003706515084",0
5153,19100,"32.973832791406764,35.33617194662275",15
5154,11278,"32.59549191110326,34.947680977247174",60
5155,11281,"32.59718825514327,34.949679715231",60
5156,11730,"32.72245719749939,35.01863770066571",20
5157,11731,"32.7171849427263,35.01667758100463",39
5158,11734,"32.710198573663845,35.00993776954424",17
5159,19198,"32.983797595677366,35.29508706721308",35
5160,17069,"32.59267669965068,35.376250341665845",5
5161,23175,"32.5797035420586,35.37845606341942",9
5162,17070,"32.59019745209238,35.38406916915286",5
5163,12669,"32.767959712219714,34.96761390068657",60
5164,30452,"31.74762096520087,35.179431951099524",48
5165,10408,"32.42344950072571,34.92331374635275",60
5166,12505,"32.808889340782756,35.00634894718532",60
5167,23206,"32.59770760471725,35.447374872313226",3
5168,19077,"32.98652318689945,35.316748978266425",31
5169,34335,"31.669581537759356,34.92124141097847",12
5170,34153,"31.68325329104487,34.94928800450748",11
5171,20886,"32.4245907730409,35.41928035155617",0
5172,20887,"32.41574064609203,35.424383089823884",0
5173,19082,"32.98963358246139,35.34578720533323",41
5174,19199,"32.976042224469545,35.29364902691231",18
5175,20873,"32.51643062066119,35.37535344217106",2
5176,20874,"32.511672060369726,35.385382647565315",1
5177,23200,"32.60256574554695,35.44488755724044",3
5178,18896,"32.964393335207696,35.204213097950955",60
5179,34300,"31.677054531255752,34.936392220168216",12
5180,19081,"32.98892112465013,35.33692365089923",28
5181,19095,"32.979166713873695,35.3331807122435",13
5182,19196,"32.98796041846386,35.28286559618773",52
5183,5705,"31.962246113268918,34.9271894025167",50
5184,19083,"32.9785341097657,35.35278610572267",37
5185,13221,"33.262243804804925,35.58980904151583",22
5186,19104,"32.98923247923715,35.35247483989811",47
5187,11732,"32.71448539301022,35.01216719726204",28
5188,13223,"33.25921086030906,35.58387460640165",11
5189,23184,"32.560465266477216,35.42890467296297",8
5190,20876,"32.50661474976884,35.40240032934673",2
5191,20875,"32.50963754544297,35.39472391464086",2
5192,1239,"31.672310780396565,34.57771463577468",60
5193,11735,"32.71199173735199,35.00326246390956",10
5194,10194,"32.57045455759424,34.92677947703646",60
5195,11300,"32.57699637979336,34.93729454955428",60
5196,13225,"33.258944963002044,35.57948353735761",11
5197,23188,"32.54886101868193,35.450656905133606",5
5198,23186,"32.55442559981447,35.43912506969085",4
5199,20877,"32.50468609559977,35.409653072553255",3
5200,23199,"32.60523713435864,35.447947429981234",3
5201,20883,"32.45324474346258,35.421713585684685",0
5202,19075,"32.993668391218954,35.30051912065823",40
5203,7753,"32.24205676625045,34.93686002920501",60
